"rCRA"	"rError"
10396	50
10467	50
10379	50
10498	50
10966	50
10301	50
10630	50
10538	50
10412	50
10376	50
10319	50
11000	50
10416	50
10333	50
10370	50
10463	50
10294	50
10331	50
10408	50
10419	50
10375	50
10270	50
10366	50
10578	50
10299	50
10316	50
10321	50
10489	50
10509	50
10448	50
10519	50
10331	50
10447	50
11019	50
10381	50
10431	50
10258	50
10426	50
10512	50
10588	50
10369	50
10409	50
10546	50
10773	50
10451	50
10306	50
10444	50
10288	50
10589	50
10359	50
10394	50
10386	50
10605	50
10396	50
11069	50
10490	50
10400	50
10846	50
10521	50
10319	50
10455	50
10388	50
10478	50
11000	50
10500	50
10402	50
10405	50
10417	50
10385	50
11136	50
10519	50
10565	50
10526	50
10483	50
10375	50
10942	50
10339	50
10438	50
10338	50
10293	50
