"rCRA"	"rError"
29282	50
28955	50
28974	50
29120	50
28786	50
29249	50
28876	50
28632	50
29008	50
29043	50
28558	50
29161	50
28655	50
28843	50
29412	50
28910	50
28505	50
28961	50
29212	50
28724	50
28885	50
28891	50
28572	50
28846	50
29156	50
29000	50
28219	50
28848	50
28510	50
29289	50
29233	50
29107	50
28881	50
28887	50
29014	50
29031	50
28924	50
29061	50
29201	50
28381	50
29190	50
28642	50
28645	50
28913	50
28880	50
28883	50
28713	50
28826	50
29160	50
28939	50
28863	50
29075	50
28976	50
29000	50
29108	50
29010	50
29311	50
28839	50
28977	50
28981	50
29221	50
29082	50
28440	50
28680	50
28565	50
29309	50
28903	50
28947	50
28895	50
28683	50
28873	50
28832	50
28651	50
29087	50
28630	50
29015	50
29118	50
28900	50
28796	50
28751	50
