"rCRA"	"rError"
29067	50
28792	50
28839	50
29678	50
29500	50
29318	50
28706	50
29089	50
28928	50
29225	50
29259	50
29143	50
29481	50
29295	50
29685	50
29382	50
29298	50
29602	50
29274	50
29085	50
29134	50
29050	50
29540	50
29233	50
28932	50
29557	50
29348	50
29099	50
28992	50
28949	50
29124	50
29057	50
28997	50
29071	50
29203	50
29010	50
29013	50
29190	50
29024	50
28986	50
29126	50
29029	50
29156	50
29225	50
29470	50
28965	50
29165	50
29419	50
28771	50
29565	50
28795	50
29017	50
29019	50
28975	50
29252	50
28890	50
28964	50
28811	50
29315	50
29324	50
29406	50
28916	50
28922	50
28959	50
29179	50
29185	50
28990	50
29040	50
29073	50
29408	50
29766	50
29226	50
29409	50
28918	50
28921	50
29438	50
29152	50
29157	50
29087	50
29285	50
