"rCRA"	"rError"
31463	20
30871	20
31164	20
31491	20
31487	20
31241	20
31207	20
31069	20
31404	20
31696	20
31652	20
30681	20
31528	20
31247	20
30659	20
31054	20
31585	20
31465	20
31094	20
31046	20
30853	20
30950	20
31386	20
31212	20
31323	20
31202	20
31398	20
31036	20
30975	20
31650	20
31387	20
30813	20
31008	20
31334	20
31552	20
31266	20
31094	20
30832	20
30570	20
31236	20
31480	20
31307	20
31413	20
31257	20
31513	20
31438	20
31499	20
31371	20
31135	20
31316	20
31378	20
30475	20
31767	20
31340	20
31489	20
31386	20
31493	20
31482	20
31441	20
31595	20
31420	20
30770	20
31398	20
31121	20
31497	20
31402	20
31057	20
31253	20
31530	20
31365	20
31405	20
31156	20
30708	20
31137	20
30664	20
31002	20
31143	20
31407	20
31371	20
31333	20
