"rCRA"	"rError"
26847	50
26529	50
27021	50
26290	50
27452	50
27418	50
26693	50
27494	50
27321	50
27531	50
26465	50
26386	50
26610	50
26561	50
26533	50
27451	50
27580	50
27494	50
26173	50
26617	50
27431	50
26840	50
26950	50
26275	50
26299	50
26449	50
26802	50
26486	50
26338	50
26487	50
26700	50
26324	50
27574	50
26603	50
26910	50
26348	50
26745	50
27257	50
26192	50
27366	50
27618	50
27496	50
26503	50
27561	50
26432	50
27479	50
26292	50
27496	50
26421	50
26809	50
27325	50
27181	50
26303	50
26316	50
26376	50
26715	50
26650	50
27522	50
27113	50
26656	50
26540	50
26626	50
27101	50
26401	50
27425	50
27479	50
26810	50
26454	50
26511	50
27415	50
27384	50
27398	50
26268	50
26462	50
27475	50
26539	50
26361	50
26358	50
26671	50
26584	50
