"rCRA"	"rError"
28359	50
28632	50
28931	50
28154	50
29019	50
28457	50
28759	50
28717	50
29065	50
28899	50
28483	50
28510	50
28879	50
28495	50
28845	50
28544	50
28756	50
28114	50
28345	50
28229	50
29211	50
28312	50
28454	50
28998	50
28482	50
28241	50
28888	50
29032	50
28515	50
28582	50
28404	50
28068	50
28380	50
28699	50
28624	50
28388	50
28415	50
28594	50
28390	50
28663	50
28776	50
28456	50
28997	50
28899	50
28333	50
28627	50
28517	50
28440	50
28320	50
28240	50
28327	50
28519	50
28320	50
28948	50
28619	50
28481	50
28631	50
28375	50
28258	50
28712	50
28294	50
28915	50
28786	50
28956	50
28596	50
28395	50
28309	50
28959	50
28527	50
28443	50
28278	50
28457	50
28530	50
28813	50
28773	50
28636	50
28831	50
28952	50
28807	50
28413	50
