"rCRA"	"rError"
7110	50
6615	50
6251	50
6673	50
6686	50
6333	50
6556	50
6303	50
6772	50
6180	50
6530	50
6398	50
7158	50
6217	50
6591	50
6358	50
6960	50
6872	50
6334	50
6362	50
6424	50
6328	50
6845	50
6130	50
6753	50
6280	50
6885	50
6357	50
6637	50
6564	50
6418	50
6807	50
6229	50
6964	50
6931	50
6906	50
6303	50
6419	50
6995	50
6703	50
6291	50
7008	50
6119	50
7203	50
6381	50
7141	50
6818	50
6553	50
6130	50
7061	50
6087	50
6838	50
6741	50
7148	50
7014	50
6206	50
6721	50
6797	50
6737	50
7019	50
6151	50
7318	50
6616	50
6952	50
6381	50
6246	50
7248	50
6908	50
6121	50
6420	50
6418	50
6211	50
6842	50
7027	50
6320	50
6969	50
6911	50
6375	50
6651	50
6704	50
