"rCRA"	"rError"
41679	50
42329	50
40274	50
40761	50
41237	50
42316	50
40822	50
42340	50
41741	50
40920	50
40724	50
41391	50
40475	50
41264	50
40675	50
41270	50
41593	50
41089	50
41587	50
41190	50
41361	50
40920	50
41085	50
40821	50
41297	50
40860	50
40544	50
40726	50
40500	50
40664	50
41442	50
41576	50
40648	50
41364	50
41790	50
42028	50
40736	50
41390	50
40993	50
41659	50
40856	50
41275	50
40628	50
41968	50
40342	50
41861	50
42509	50
41009	50
40991	50
41979	50
40673	50
41302	50
41763	50
41375	50
40623	50
41859	50
40551	50
40955	50
40540	50
42007	50
40712	50
41055	50
40829	50
40633	50
40765	50
40598	50
40714	50
41546	50
40729	50
41654	50
40854	50
40565	50
41421	50
41025	50
40602	50
42050	50
40935	50
41181	50
41620	50
41034	50
