"rCRA"	"rError"
33688	20
33624	20
33922	20
33738	20
33699	20
34319	20
33629	20
33568	20
33710	20
34097	20
33477	20
33468	20
33676	20
33900	20
33608	20
34049	20
34077	20
33813	20
33721	20
33446	20
33782	20
33958	20
33871	20
33669	20
33531	20
33734	20
34236	20
33562	20
34104	20
34252	20
33587	20
33742	20
33884	20
33388	20
33715	20
33691	20
33743	20
33369	20
34547	20
33710	20
33686	20
33604	20
33526	20
33614	20
33732	20
33809	20
33696	20
34118	20
34266	20
33707	20
34606	20
34444	20
33648	20
33663	20
34161	20
34167	20
33591	20
33654	20
33842	20
33460	20
33766	20
33757	20
33743	20
34133	20
33413	20
33488	20
33562	20
34260	20
33732	20
33621	20
33561	20
33671	20
33641	20
33470	20
34043	20
33466	20
33516	20
33909	20
33593	20
33611	20
