"rCRA"	"rError"
8402	20
8303	20
8829	20
8785	20
8485	20
8263	20
8499	20
8915	20
8873	20
8457	20
8306	20
8266	20
8201	20
8784	20
8280	20
8287	20
8914	20
8717	20
8874	20
8804	20
8871	20
8881	20
8434	20
8532	20
8371	20
8990	20
8913	20
8810	20
8779	20
8169	20
8857	20
8869	20
8765	20
8794	20
8689	20
8814	20
8246	20
8247	20
8902	20
8892	20
8823	20
8699	20
8384	20
8883	20
8858	20
8671	20
8221	20
8670	20
8384	20
8496	20
8224	20
8937	20
8724	20
8289	20
8807	20
8512	20
8319	20
8761	20
8732	20
8896	20
8343	20
8911	20
8823	20
8811	20
8916	20
8679	20
8688	20
8349	20
8903	20
8434	20
8752	20
8737	20
8936	20
8873	20
8890	20
8755	20
8838	20
8751	20
8751	20
8865	20
