"rCRA"	"rError"
3578	20
3064	20
3626	20
3079	20
2996	20
3450	20
3064	20
3236	20
3428	20
2994	20
3634	20
3045	20
3312	20
3603	20
3356	20
3341	20
3307	20
3547	20
3512	20
2962	20
3100	20
3640	20
3328	20
2999	20
2857	20
2898	20
3314	20
3191	20
3136	20
2853	20
3060	20
3449	20
3133	20
3579	20
3419	20
2923	20
2920	20
3106	20
3345	20
3214	20
3310	20
3035	20
3446	20
3436	20
3306	20
3346	20
3355	20
3504	20
3452	20
3402	20
3387	20
3472	20
3023	20
3308	20
3368	20
3496	20
3154	20
3456	20
3096	20
3320	20
2881	20
2953	20
3520	20
3054	20
2943	20
3209	20
3217	20
3049	20
3161	20
2939	20
3253	20
3391	20
2915	20
3283	20
3506	20
3208	20
3360	20
2920	20
3440	20
3397	20
