"rCRA"	"rError"
8999	50
8886	50
8984	50
8453	50
8706	50
8705	50
8847	50
8943	50
9048	50
8739	50
8805	50
8435	50
8826	50
8938	50
8665	50
8805	50
8978	50
8642	50
8817	50
8918	50
8808	50
8776	50
8547	50
8691	50
8824	50
8764	50
8691	50
8879	50
8708	50
8833	50
8329	50
8360	50
8210	50
8257	50
9045	50
8404	50
8709	50
8265	50
8711	50
8346	50
8903	50
8322	50
8828	50
8806	50
8469	50
8812	50
8838	50
8806	50
8355	50
8732	50
8953	50
8825	50
8954	50
8721	50
8880	50
8311	50
8990	50
8724	50
8899	50
9092	50
8963	50
9107	50
8403	50
8672	50
8744	50
8883	50
8380	50
8423	50
8297	50
8913	50
8854	50
8436	50
8852	50
8775	50
8537	50
9000	50
8861	50
8578	50
8268	50
8751	50
