"rCRA"	"rError"
32941	50
32843	50
32846	50
32512	50
32228	50
33010	50
32569	50
32896	50
32950	50
32495	50
32632	50
32928	50
33164	50
33020	50
33211	50
33013	50
33032	50
32275	50
33191	50
32323	50
32813	50
32848	50
32397	50
32954	50
32806	50
32212	50
32819	50
33006	50
32842	50
33137	50
32678	50
32834	50
32594	50
32824	50
32417	50
32380	50
33063	50
32780	50
32824	50
32860	50
33118	50
32964	50
32762	50
32611	50
32435	50
32828	50
32576	50
32862	50
32665	50
32335	50
32427	50
32591	50
32686	50
32899	50
32429	50
32993	50
32760	50
32713	50
32764	50
32957	50
32600	50
32334	50
33201	50
33069	50
32898	50
32923	50
33091	50
32689	50
32471	50
33082	50
32950	50
32596	50
32454	50
32530	50
32942	50
32733	50
32915	50
32955	50
32582	50
32999	50
