"rCRA"	"rError"
33581	50
33567	50
33528	50
33527	50
33361	50
33627	50
33539	50
33695	50
33563	50
33413	50
33615	50
33605	50
33735	50
33573	50
33442	50
33255	50
33494	50
33717	50
33484	50
33574	50
33506	50
33579	50
33389	50
33494	50
33389	50
33559	50
33551	50
33283	50
33395	50
33482	50
33407	50
33390	50
33435	50
33277	50
33430	50
33444	50
33672	50
33513	50
33484	50
33708	50
33463	50
33286	50
33660	50
33387	50
33645	50
33778	50
33494	50
33591	50
33556	50
33745	50
33306	50
33553	50
33569	50
33600	50
33613	50
33261	50
33538	50
33676	50
33502	50
33442	50
33634	50
33268	50
33497	50
33387	50
33594	50
33342	50
33708	50
33365	50
33302	50
33592	50
33395	50
33254	50
33147	50
33688	50
33585	50
33499	50
33375	50
33542	50
33689	50
33405	50
