"rCRA"	"rError"
31441	50
31358	50
30951	50
31149	50
31376	50
31232	50
31537	50
31487	50
31332	50
31354	50
31404	50
31100	50
31310	50
31589	50
31339	50
31372	50
31189	50
31363	50
31310	50
30849	50
31002	50
31301	50
31285	50
31233	50
31520	50
31447	50
31164	50
31091	50
31240	50
31073	50
31531	50
31071	50
31306	50
30891	50
31196	50
31517	50
31579	50
31911	50
31191	50
31211	50
31347	50
31234	50
31563	50
31458	50
31578	50
31104	50
31385	50
31611	50
31477	50
31807	50
31647	50
31576	50
31376	50
31641	50
31022	50
31502	50
31255	50
31176	50
31615	50
30853	50
31469	50
30911	50
30678	50
30751	50
31297	50
31584	50
31411	50
31483	50
31191	50
31281	50
31103	50
31964	50
31788	50
31492	50
31552	50
31566	50
31422	50
31863	50
31400	50
31667	50
