"rCRA"	"rError"
25455	20
26245	20
26035	20
26244	20
25729	20
25490	20
26177	20
26355	20
26303	20
25900	20
25546	20
26204	20
25485	20
25788	20
26284	20
26458	20
25840	20
26200	20
25727	20
25851	20
26507	20
26406	20
25995	20
25601	20
25896	20
25413	20
26074	20
25982	20
25572	20
25844	20
26312	20
26427	20
25380	20
26134	20
26052	20
26076	20
26359	20
25577	20
25683	20
26050	20
26014	20
26330	20
26357	20
26080	20
25347	20
26266	20
25707	20
26202	20
25777	20
26205	20
26299	20
26366	20
25704	20
26055	20
26102	20
25634	20
26280	20
26436	20
25865	20
26217	20
26095	20
25641	20
26292	20
26235	20
26148	20
26084	20
26242	20
26354	20
26056	20
26247	20
26279	20
25413	20
26276	20
25746	20
26026	20
26175	20
26006	20
26049	20
26412	20
25579	20
