"rCRA"	"rError"
29824	50
30184	50
30480	50
29608	50
30663	50
29944	50
30151	50
29413	50
30118	50
29378	50
30627	50
29570	50
29935	50
29764	50
30432	50
29691	50
30805	50
29972	50
29863	50
29728	50
30071	50
30073	50
30015	50
29431	50
29534	50
30278	50
30122	50
29612	50
30314	50
30121	50
30345	50
29536	50
29543	50
29158	50
30234	50
29773	50
29655	50
30344	50
29325	50
30131	50
29983	50
30832	50
30380	50
30141	50
30306	50
30070	50
29926	50
30281	50
29514	50
29885	50
30203	50
29873	50
29924	50
30009	50
30227	50
30460	50
30045	50
29607	50
29211	50
30346	50
29819	50
29661	50
30110	50
30173	50
29868	50
30094	50
30542	50
30479	50
29794	50
30020	50
29655	50
29491	50
29644	50
30592	50
29875	50
29702	50
29854	50
30026	50
29719	50
30112	50
