"rCRA"	"rError"
3865	20
3749	20
3699	20
4077	20
3662	20
3894	20
3738	20
3638	20
3615	20
3492	20
3784	20
3661	20
3579	20
3679	20
3718	20
3941	20
3638	20
4040	20
4110	20
3806	20
3903	20
4076	20
3885	20
3908	20
3688	20
3668	20
3605	20
3617	20
4137	20
3864	20
4044	20
3575	20
3534	20
4044	20
3865	20
3832	20
3523	20
4138	20
3793	20
3677	20
3650	20
3675	20
4129	20
3807	20
4172	20
4101	20
3851	20
3780	20
3814	20
3846	20
3564	20
3857	20
3771	20
3839	20
3667	20
3969	20
3700	20
3450	20
4059	20
3589	20
3901	20
3912	20
3724	20
3653	20
3997	20
4147	20
3740	20
3826	20
3570	20
3889	20
3924	20
3844	20
3687	20
3686	20
3921	20
3666	20
3433	20
3532	20
3855	20
3994	20
