"rCRA"	"rError"
30057	20
30822	20
30994	20
30332	20
30845	20
30623	20
30601	20
30682	20
30737	20
31040	20
30849	20
30947	20
30291	20
30529	20
30928	20
30495	20
30611	20
30466	20
30763	20
30370	20
30451	20
30646	20
31071	20
30645	20
30504	20
30433	20
30296	20
30560	20
30492	20
30528	20
31024	20
30499	20
30346	20
30646	20
30690	20
30588	20
30568	20
30332	20
30975	20
30654	20
30409	20
30296	20
30847	20
30283	20
30582	20
30892	20
30811	20
30470	20
30811	20
30554	20
30848	20
30413	20
30705	20
30744	20
30974	20
30721	20
30533	20
30622	20
30479	20
31008	20
30602	20
30527	20
30563	20
30297	20
30622	20
30119	20
30698	20
30207	20
30595	20
30919	20
30132	20
31098	20
30727	20
30314	20
30582	20
30490	20
30348	20
30475	20
30447	20
30611	20
