"rCRA"	"rError"
14610	20
14679	20
14386	20
14360	20
14462	20
14718	20
14466	20
14428	20
15070	20
14571	20
14332	20
14492	20
14552	20
14530	20
14342	20
14411	20
14730	20
14540	20
14745	20
14278	20
14664	20
14707	20
14479	20
14446	20
14480	20
14612	20
14492	20
14501	20
14422	20
14678	20
14421	20
14534	20
14626	20
14629	20
14639	20
14479	20
15191	20
14436	20
14518	20
14477	20
14642	20
14593	20
14435	20
14458	20
14516	20
14675	20
14998	20
14710	20
14460	20
14552	20
14477	20
14305	20
14833	20
14452	20
14577	20
14728	20
14604	20
14464	20
14713	20
14549	20
14396	20
14453	20
14366	20
14520	20
14409	20
14717	20
14431	20
14680	20
15191	20
14359	20
14494	20
14381	20
14435	20
14704	20
14394	20
14383	20
14705	20
14507	20
14458	20
14730	20
