"rCRA"	"rError"
4260	50
3917	50
3804	50
4190	50
4418	50
4553	50
4553	50
4450	50
3901	50
4321	50
4069	50
4002	50
4407	50
4378	50
3851	50
4323	50
4110	50
3821	50
4115	50
4549	50
3877	50
4491	50
3891	50
3847	50
3894	50
4462	50
3827	50
4049	50
4183	50
4518	50
4031	50
3849	50
4189	50
4248	50
3889	50
4151	50
4388	50
4365	50
4441	50
4483	50
4553	50
3940	50
4501	50
4049	50
4036	50
3877	50
3754	50
4382	50
4256	50
3887	50
3818	50
3949	50
4370	50
4106	50
4418	50
4427	50
4023	50
3858	50
4509	50
3834	50
4135	50
3839	50
4100	50
4256	50
4553	50
4135	50
3967	50
4173	50
3847	50
4107	50
4139	50
4101	50
4244	50
3961	50
4192	50
4345	50
3987	50
4191	50
3963	50
4319	50
