"rCRA"	"rError"
27772	50
26726	50
26828	50
26422	50
27389	50
26717	50
27323	50
26288	50
26571	50
27506	50
27394	50
26648	50
26401	50
27320	50
27332	50
26677	50
26452	50
27292	50
26666	50
27053	50
27110	50
26553	50
26241	50
26223	50
27567	50
26361	50
27337	50
27304	50
26628	50
26392	50
27263	50
26668	50
27373	50
27506	50
27032	50
26689	50
27631	50
26244	50
27828	50
26863	50
27451	50
26428	50
27549	50
26494	50
27691	50
26343	50
26626	50
27063	50
26958	50
26604	50
26700	50
26918	50
26896	50
27444	50
26577	50
26547	50
27656	50
26364	50
27693	50
27032	50
27595	50
27612	50
27576	50
26623	50
27268	50
26545	50
27470	50
26217	50
26400	50
26154	50
26503	50
26509	50
27399	50
27538	50
26922	50
27627	50
26580	50
27223	50
26366	50
27282	50
