"rCRA"	"rError"
2771	50
2338	50
2320	50
2165	50
2274	50
2115	50
2173	50
2399	50
2506	50
2195	50
2173	50
2745	50
2495	50
2343	50
2497	50
2320	50
2577	50
2502	50
2798	50
2489	50
2197	50
2459	50
2410	50
2153	50
2068	50
2114	50
2434	50
2150	50
2345	50
2126	50
2201	50
2182	50
2607	50
2515	50
2237	50
2771	50
2722	50
2067	50
2280	50
2484	50
2194	50
2170	50
2514	50
2573	50
2001	50
2165	50
2491	50
2670	50
2512	50
2205	50
2134	50
2520	50
2352	50
1992	50
2792	50
2704	50
2322	50
2402	50
2227	50
2570	50
2300	50
2727	50
2560	50
2464	50
2231	50
2836	50
2752	50
2047	50
2484	50
2774	50
2113	50
2454	50
2750	50
2155	50
2503	50
2735	50
2252	50
2232	50
2201	50
2647	50
