"rCRA"	"rError"
4133	50
4133	50
4111	50
4526	50
4707	50
4253	50
4218	50
4100	50
4134	50
4437	50
4623	50
4047	50
4106	50
4389	50
4369	50
4523	50
3993	50
4619	50
4546	50
4430	50
4490	50
4153	50
4648	50
4068	50
4477	50
4356	50
4605	50
4684	50
4126	50
4342	50
4416	50
4369	50
4379	50
4544	50
4365	50
4067	50
4146	50
4039	50
4448	50
4201	50
4394	50
4605	50
4392	50
4658	50
4190	50
4254	50
4627	50
4531	50
4509	50
4454	50
4134	50
4347	50
4122	50
4445	50
4732	50
4463	50
4545	50
4427	50
4523	50
4243	50
4420	50
4502	50
4669	50
4484	50
4110	50
4470	50
4607	50
4372	50
4174	50
4167	50
4699	50
4079	50
4467	50
4474	50
4492	50
4465	50
4167	50
4445	50
4536	50
4457	50
