"rCRA"	"rError"
2899	50
3354	50
3338	50
2954	50
3186	50
3097	50
3417	50
3212	50
3319	50
2974	50
3427	50
2744	50
2937	50
2850	50
2937	50
3460	50
3495	50
2935	50
3354	50
3326	50
2995	50
3478	50
2912	50
3509	50
2882	50
3145	50
3018	50
3098	50
2710	50
3457	50
2928	50
3035	50
2849	50
2673	50
2919	50
3332	50
2976	50
2929	50
2718	50
2976	50
2833	50
3193	50
2959	50
2889	50
3482	50
3334	50
2976	50
3329	50
2807	50
3408	50
3397	50
3458	50
3349	50
3051	50
3033	50
2968	50
2810	50
2885	50
2911	50
2970	50
2953	50
2918	50
2997	50
3371	50
3091	50
2978	50
3115	50
3046	50
2773	50
3419	50
2783	50
3296	50
2726	50
2805	50
2709	50
3486	50
2854	50
3085	50
3287	50
2686	50
