"rCRA"	"rError"
26549	20
26166	20
26240	20
26504	20
26211	20
26500	20
26258	20
26283	20
26197	20
26286	20
26410	20
26342	20
26450	20
26326	20
26595	20
26524	20
26318	20
26481	20
26950	20
26473	20
26305	20
26995	20
26986	20
26104	20
26393	20
27317	20
26902	20
26788	20
26470	20
26280	20
26374	20
26210	20
27014	20
26227	20
26466	20
26322	20
26301	20
26843	20
27102	20
26299	20
26418	20
26259	20
26486	20
26326	20
26283	20
26405	20
27274	20
27183	20
26311	20
26300	20
26298	20
26931	20
26252	20
26284	20
26127	20
26253	20
27341	20
27088	20
26473	20
26308	20
26251	20
26312	20
26200	20
27281	20
27255	20
26744	20
26329	20
27236	20
26758	20
26283	20
26840	20
26421	20
26433	20
26406	20
26403	20
26255	20
27478	20
26247	20
26661	20
27418	20
