"rCRA"	"rError"
28241	20
28286	20
28168	20
28126	20
28254	20
28551	20
28508	20
28334	20
28482	20
28431	20
28668	20
28388	20
27945	20
28340	20
28160	20
28478	20
28497	20
28097	20
28344	20
28550	20
27988	20
28160	20
28504	20
28456	20
28588	20
28147	20
28379	20
28595	20
28233	20
28251	20
28073	20
28229	20
28049	20
28093	20
28270	20
27807	20
28809	20
28458	20
28475	20
28223	20
28338	20
28149	20
28221	20
28286	20
28550	20
28383	20
28272	20
28350	20
28014	20
28513	20
28515	20
28287	20
27704	20
28129	20
28218	20
28194	20
28422	20
28297	20
28359	20
28068	20
28295	20
28229	20
28432	20
27861	20
28378	20
27964	20
28328	20
28402	20
28386	20
27910	20
28261	20
28421	20
28253	20
28569	20
28239	20
27966	20
28271	20
28146	20
28272	20
28241	20
