"rCRA"	"rError"
5137	20
5641	20
5342	20
5064	20
5514	20
5414	20
5285	20
5377	20
5741	20
5345	20
5445	20
5012	20
5307	20
5340	20
5344	20
5045	20
5366	20
5419	20
5634	20
5397	20
5577	20
5423	20
5568	20
5372	20
5218	20
5538	20
5343	20
5713	20
5286	20
5332	20
4998	20
5892	20
5237	20
5094	20
5320	20
5592	20
5394	20
5371	20
5690	20
5042	20
5344	20
5024	20
5297	20
5266	20
5631	20
5758	20
5169	20
5382	20
5309	20
5750	20
5651	20
5008	20
5405	20
5171	20
5319	20
5604	20
5298	20
5248	20
5574	20
5261	20
5404	20
5382	20
5230	20
5045	20
5688	20
5609	20
5630	20
5366	20
5330	20
5800	20
5545	20
5204	20
5276	20
5541	20
5177	20
5030	20
5788	20
5455	20
5649	20
5525	20
