"rCRA"	"rError"
7122	50
7140	50
7707	50
7126	50
7207	50
6953	50
7259	50
6902	50
7273	50
7813	50
6970	50
7089	50
7258	50
7372	50
7326	50
7676	50
6918	50
7686	50
6951	50
6909	50
7820	50
7097	50
7008	50
7306	50
7449	50
6919	50
7542	50
6926	50
7378	50
7038	50
6883	50
8005	50
7412	50
7440	50
7272	50
7261	50
7765	50
7339	50
7065	50
6861	50
7071	50
7674	50
7042	50
7562	50
7572	50
7498	50
7415	50
7433	50
7832	50
7312	50
7165	50
7722	50
7205	50
6915	50
7117	50
7686	50
7018	50
7521	50
7501	50
7422	50
6949	50
7214	50
7128	50
7550	50
7080	50
7021	50
6864	50
7414	50
7529	50
7519	50
7794	50
6991	50
7765	50
7399	50
7415	50
7355	50
6971	50
6945	50
7291	50
7428	50
