"rCRA"	"rError"
32759	20
32660	20
33015	20
33079	20
32856	20
32781	20
33068	20
33145	20
32918	20
33073	20
32726	20
32795	20
33323	20
32816	20
32585	20
33006	20
33279	20
32611	20
32736	20
33233	20
32716	20
33288	20
32682	20
32881	20
33222	20
32522	20
32926	20
32820	20
32922	20
32818	20
32368	20
32888	20
33333	20
33242	20
33069	20
32706	20
32923	20
32571	20
32813	20
32878	20
32978	20
32833	20
32479	20
32889	20
32552	20
32947	20
32876	20
33004	20
33313	20
32910	20
32862	20
32799	20
32834	20
32858	20
32732	20
32796	20
32513	20
32768	20
33016	20
32633	20
33118	20
32796	20
32667	20
32983	20
32957	20
32957	20
33389	20
32907	20
32804	20
32835	20
32588	20
32655	20
32660	20
33169	20
32904	20
32657	20
32986	20
33060	20
32864	20
32440	20
