"rCRA"	"rError"
25412	50
25283	50
25326	50
25651	50
25789	50
25363	50
25283	50
25386	50
25335	50
25442	50
25698	50
25157	50
25165	50
25156	50
25632	50
25791	50
25343	50
25958	50
25427	50
25381	50
25534	50
25698	50
25414	50
25285	50
25422	50
25418	50
25595	50
25420	50
25863	50
25202	50
25216	50
25296	50
25194	50
25636	50
25483	50
25306	50
25203	50
25647	50
25273	50
25445	50
25921	50
25277	50
25648	50
25348	50
25490	50
25345	50
25399	50
25603	50
25266	50
25820	50
25559	50
25291	50
25126	50
25073	50
25620	50
25283	50
25294	50
25101	50
25188	50
25248	50
25566	50
25495	50
25298	50
25357	50
25906	50
25503	50
25253	50
25666	50
25541	50
25346	50
25340	50
25346	50
25407	50
26080	50
25268	50
25319	50
25233	50
25315	50
25401	50
25404	50
