"rCRA"	"rError"
25574	20
25390	20
25906	20
26291	20
25706	20
26109	20
25911	20
25877	20
25337	20
25310	20
26086	20
26330	20
25334	20
25870	20
26122	20
25285	20
25241	20
26077	20
25296	20
26152	20
25440	20
25291	20
26031	20
25247	20
25346	20
25612	20
25456	20
25331	20
25395	20
25505	20
25494	20
25739	20
25373	20
26210	20
25860	20
25872	20
25241	20
25705	20
25221	20
25463	20
26073	20
25276	20
25696	20
26073	20
25252	20
25230	20
25580	20
26013	20
26073	20
26053	20
25162	20
26104	20
25259	20
25235	20
25760	20
25146	20
26108	20
25724	20
25294	20
25316	20
25347	20
25307	20
25659	20
26014	20
25309	20
25245	20
25981	20
25745	20
25404	20
26033	20
25239	20
25701	20
25575	20
25341	20
25817	20
25722	20
25160	20
25938	20
26400	20
25599	20
