"rCRA"	"rError"
30460	20
30605	20
31219	20
31157	20
31208	20
31289	20
31304	20
31299	20
31031	20
31424	20
31344	20
31080	20
30734	20
31248	20
31260	20
30494	20
30552	20
30959	20
30740	20
31443	20
30962	20
30807	20
30869	20
30649	20
31256	20
30709	20
30754	20
31263	20
30951	20
30701	20
31403	20
31488	20
31404	20
30715	20
30853	20
31325	20
30715	20
30691	20
30994	20
30529	20
31206	20
30936	20
30887	20
31016	20
31444	20
31391	20
31593	20
31488	20
31185	20
31057	20
31086	20
31375	20
30701	20
31238	20
30627	20
30809	20
30631	20
31199	20
30645	20
30938	20
31055	20
31291	20
30884	20
31151	20
30714	20
31465	20
31324	20
31458	20
31294	20
30378	20
30609	20
31248	20
30943	20
30819	20
31470	20
31477	20
30673	20
31048	20
30660	20
30978	20
