"rCRA"	"rError"
5296	50
5379	50
4663	50
5181	50
4650	50
5445	50
5084	50
5020	50
4705	50
5442	50
5103	50
5377	50
5039	50
4697	50
5195	50
5342	50
5112	50
5360	50
5001	50
4980	50
5259	50
5297	50
5014	50
5093	50
5027	50
5084	50
5242	50
4684	50
4829	50
4693	50
4961	50
5389	50
5187	50
5348	50
4761	50
4590	50
5072	50
5180	50
5156	50
4667	50
4666	50
4903	50
5041	50
4644	50
5029	50
4812	50
4833	50
5355	50
5418	50
5207	50
4676	50
5097	50
4759	50
5030	50
5107	50
4939	50
5054	50
5432	50
5373	50
4752	50
4863	50
5040	50
5337	50
5070	50
4958	50
5027	50
5362	50
4734	50
4907	50
4883	50
5299	50
5516	50
5055	50
4910	50
5255	50
5245	50
5076	50
5263	50
4634	50
4725	50
