"rCRA"	"rError"
33455	50
33431	50
33613	50
33558	50
33269	50
33650	50
33313	50
33515	50
33542	50
33273	50
33445	50
33436	50
33671	50
33748	50
33436	50
33678	50
33315	50
33534	50
33416	50
33414	50
33759	50
33548	50
33244	50
33258	50
33619	50
33579	50
33619	50
33177	50
33339	50
33587	50
33510	50
33295	50
33558	50
33543	50
33548	50
33432	50
33395	50
33631	50
33455	50
33660	50
33435	50
33640	50
33684	50
33552	50
33388	50
33486	50
33172	50
33322	50
33648	50
33514	50
33706	50
33227	50
33627	50
33649	50
33494	50
33640	50
33475	50
33333	50
33499	50
33698	50
33507	50
33321	50
33377	50
33409	50
33665	50
33671	50
33455	50
33484	50
33589	50
33339	50
33218	50
33295	50
33357	50
33692	50
33321	50
33426	50
33440	50
33681	50
33510	50
33398	50
