"rCRA"	"rError"
2247	50
2499	50
2798	50
2854	50
2471	50
2221	50
2858	50
2865	50
2847	50
2522	50
2442	50
2911	50
2577	50
2287	50
2524	50
2430	50
2486	50
2492	50
2538	50
2571	50
2876	50
2330	50
2814	50
2303	50
2450	50
2575	50
2647	50
2479	50
3013	50
2461	50
2169	50
2812	50
2731	50
2898	50
2881	50
2407	50
2823	50
2470	50
2837	50
2624	50
2823	50
2876	50
2349	50
2881	50
2418	50
2882	50
2502	50
2338	50
2750	50
2787	50
2553	50
2717	50
2488	50
2746	50
2158	50
3068	50
2395	50
2152	50
2549	50
2557	50
2538	50
2540	50
2483	50
2491	50
2905	50
2464	50
2522	50
2884	50
2305	50
2436	50
2534	50
2950	50
2253	50
2499	50
2545	50
2400	50
2516	50
2337	50
2503	50
2508	50
