"rCRA"	"rError"
20237	50
20653	50
20272	50
20277	50
20294	50
20386	50
20739	50
20505	50
20255	50
20675	50
20775	50
20325	50
20605	50
20601	50
20508	50
20635	50
20786	50
20654	50
20863	50
20411	50
20520	50
20453	50
20706	50
20237	50
20715	50
20797	50
20643	50
20365	50
20405	50
20677	50
20324	50
20583	50
20321	50
20204	50
20540	50
20719	50
20549	50
20397	50
20458	50
20755	50
20701	50
20286	50
20717	50
20890	50
20532	50
20415	50
20030	50
20202	50
20700	50
20249	50
20685	50
20653	50
20374	50
20677	50
20165	50
20527	50
20315	50
20571	50
20468	50
20408	50
20268	50
20548	50
20366	50
20379	50
20440	50
20549	50
20208	50
20258	50
20253	50
20603	50
20439	50
20625	50
20515	50
20382	50
20627	50
20816	50
20159	50
20289	50
20605	50
20085	50
