"rCRA"	"rError"
25625	50
26255	50
25450	50
26044	50
25249	50
25266	50
26046	50
25335	50
25465	50
25371	50
25280	50
25513	50
26504	50
25363	50
25537	50
25329	50
25420	50
25469	50
25510	50
25441	50
25908	50
25417	50
25371	50
26223	50
26031	50
26041	50
26102	50
25312	50
25856	50
26061	50
25415	50
25251	50
25474	50
26116	50
25310	50
25426	50
26064	50
25965	50
25999	50
25886	50
25377	50
25279	50
25556	50
26005	50
25717	50
25688	50
25290	50
25226	50
25345	50
26118	50
25976	50
25849	50
25345	50
25540	50
25390	50
25665	50
25756	50
26289	50
26160	50
26055	50
26346	50
25501	50
25423	50
25634	50
25291	50
25218	50
26164	50
26021	50
25655	50
26158	50
25190	50
25634	50
26011	50
25275	50
25991	50
25351	50
26309	50
25305	50
25355	50
25120	50
