"rCRA"	"rError"
27976	50
27707	50
27951	50
27399	50
28042	50
27370	50
27567	50
27555	50
27476	50
27911	50
27651	50
27689	50
27998	50
28071	50
27511	50
28048	50
27835	50
27745	50
27679	50
27607	50
27548	50
27372	50
27912	50
28428	50
27911	50
27986	50
27507	50
27403	50
27661	50
28122	50
27668	50
27462	50
27470	50
28131	50
27841	50
27298	50
27515	50
27526	50
27597	50
28105	50
27511	50
28473	50
27465	50
28073	50
27757	50
27699	50
28038	50
27520	50
27921	50
28216	50
27474	50
27892	50
27694	50
27527	50
27766	50
27480	50
27629	50
27255	50
27436	50
27774	50
28079	50
27597	50
27668	50
27750	50
28123	50
28085	50
27751	50
27731	50
28493	50
28233	50
27472	50
27541	50
27867	50
27738	50
27474	50
27544	50
27713	50
28276	50
28273	50
27505	50
