"rCRA"	"rError"
31330	50
30902	50
31477	50
31594	50
31318	50
30781	50
30734	50
31310	50
30659	50
31248	50
31541	50
31213	50
30782	50
30669	50
30678	50
31376	50
31515	50
31025	50
30504	50
30607	50
30621	50
31255	50
30616	50
30939	50
31492	50
31633	50
30942	50
31206	50
31372	50
30602	50
31270	50
30878	50
31037	50
31122	50
30629	50
31366	50
31376	50
31188	50
31350	50
31202	50
30383	50
31452	50
31071	50
30883	50
31403	50
31108	50
31305	50
30819	50
30610	50
31314	50
30883	50
31483	50
30497	50
31517	50
30616	50
30978	50
30600	50
31348	50
30716	50
30606	50
30691	50
31352	50
31445	50
31079	50
31256	50
31489	50
31471	50
30734	50
31193	50
31350	50
31018	50
31438	50
30692	50
31254	50
31565	50
31154	50
31561	50
30839	50
31627	50
30838	50
