"rCRA"	"rError"
2235	20
1522	20
1860	20
1854	20
1931	20
2104	20
1672	20
1481	20
1927	20
1597	20
2051	20
1853	20
1583	20
1965	20
1634	20
1719	20
1833	20
1558	20
1772	20
1865	20
2115	20
1855	20
2052	20
1841	20
1881	20
1890	20
1553	20
2144	20
1481	20
2291	20
2074	20
1697	20
1979	20
1721	20
1573	20
1625	20
2245	20
2040	20
2052	20
1777	20
1847	20
2228	20
2164	20
1765	20
1964	20
1751	20
1881	20
1801	20
1888	20
1847	20
1982	20
1994	20
1743	20
1943	20
2102	20
1523	20
1807	20
1964	20
2050	20
1827	20
1940	20
2048	20
2169	20
2031	20
2102	20
1585	20
1578	20
1820	20
1783	20
1912	20
1731	20
1946	20
2032	20
2000	20
1946	20
2206	20
1708	20
2107	20
1574	20
2126	20
