"rCRA"	"rError"
4716	20
4511	20
4682	20
4419	20
4187	20
4417	20
4141	20
4470	20
4513	20
4634	20
4110	20
4690	20
4601	20
4696	20
4398	20
4171	20
4483	20
4489	20
4479	20
4489	20
4473	20
4097	20
4536	20
4690	20
4705	20
4186	20
4702	20
4745	20
4756	20
4503	20
4511	20
4764	20
4450	20
4634	20
4440	20
4163	20
4503	20
4520	20
4468	20
4515	20
4419	20
4688	20
4277	20
4155	20
4514	20
4705	20
4503	20
4479	20
4423	20
4671	20
4547	20
4509	20
4523	20
4490	20
4488	20
4059	20
4622	20
4512	20
4165	20
4674	20
4232	20
4292	20
4639	20
4484	20
4797	20
4403	20
4503	20
4376	20
4435	20
4290	20
4720	20
4791	20
4479	20
4668	20
4519	20
4386	20
4550	20
4483	20
4514	20
4680	20
