"rCRA"	"rError"
28448	50
28635	50
28694	50
28419	50
28620	50
28871	50
28563	50
28719	50
28740	50
28782	50
28685	50
28383	50
29369	50
28861	50
28718	50
28480	50
28634	50
28643	50
29346	50
28682	50
28646	50
28581	50
28879	50
28621	50
29114	50
28799	50
28455	50
28836	50
28885	50
28622	50
29077	50
29058	50
28844	50
28557	50
28839	50
28765	50
28561	50
28653	50
29103	50
29028	50
28455	50
28843	50
28490	50
28617	50
28954	50
28863	50
28558	50
28469	50
28641	50
28991	50
28863	50
28801	50
28823	50
28958	50
28841	50
28685	50
28971	50
28809	50
28770	50
28946	50
28977	50
28591	50
28356	50
28479	50
28869	50
28638	50
28806	50
28708	50
28567	50
28859	50
28357	50
29072	50
28923	50
28596	50
28627	50
28652	50
28429	50
28804	50
28693	50
28681	50
