"rCRA"	"rError"
33812	50
33637	50
33845	50
33789	50
33532	50
34087	50
33560	50
33410	50
33845	50
33845	50
33576	50
33565	50
33614	50
33738	50
33624	50
33839	50
33556	50
34097	50
33876	50
33926	50
33703	50
33592	50
33670	50
33304	50
33501	50
33629	50
33621	50
34005	50
34079	50
33521	50
33932	50
34031	50
33649	50
33853	50
33745	50
33543	50
33443	50
33922	50
34057	50
33587	50
33881	50
33659	50
33449	50
34024	50
33306	50
33614	50
33654	50
33628	50
33500	50
33486	50
33560	50
33707	50
33499	50
33601	50
33750	50
33556	50
33413	50
33623	50
34280	50
33957	50
33457	50
33503	50
33328	50
33525	50
33863	50
33738	50
33746	50
33598	50
33905	50
33782	50
34077	50
33664	50
33659	50
33465	50
34219	50
34042	50
33558	50
33454	50
33578	50
33420	50
