"rCRA"	"rError"
7721	50
7161	50
7422	50
7456	50
7391	50
7377	50
7521	50
7122	50
7452	50
7301	50
7449	50
7326	50
7520	50
7325	50
7756	50
7404	50
7347	50
7053	50
7903	50
7297	50
7742	50
7544	50
7454	50
6943	50
7267	50
7432	50
7349	50
7733	50
7733	50
7382	50
7800	50
7735	50
7770	50
7701	50
7318	50
6927	50
6848	50
7462	50
7566	50
7145	50
7796	50
7404	50
7468	50
7751	50
6944	50
7537	50
7563	50
7758	50
7294	50
7043	50
7385	50
7753	50
7017	50
7872	50
7279	50
7053	50
7748	50
7070	50
6870	50
7065	50
7535	50
7004	50
7730	50
7571	50
6983	50
7260	50
7729	50
7464	50
7030	50
7380	50
7761	50
6976	50
7220	50
7319	50
7299	50
7567	50
7310	50
7284	50
7282	50
7632	50
