"rCRA"	"rError"
2936	50
3426	50
3715	50
3012	50
3208	50
3132	50
3326	50
3318	50
3114	50
3718	50
3348	50
3536	50
3144	50
3490	50
3527	50
3670	50
2981	50
3503	50
3367	50
3548	50
3426	50
3086	50
3531	50
3391	50
3369	50
3035	50
3228	50
3529	50
3541	50
3087	50
2957	50
3061	50
3415	50
3416	50
3174	50
3055	50
2926	50
2974	50
3471	50
3435	50
3430	50
3690	50
3511	50
3060	50
2956	50
3445	50
3747	50
3103	50
3723	50
3431	50
3102	50
3379	50
3181	50
3438	50
3448	50
3402	50
3649	50
3863	50
2913	50
3603	50
3141	50
3496	50
3406	50
3627	50
3611	50
2942	50
3699	50
3662	50
3005	50
2940	50
3670	50
3542	50
3594	50
3410	50
3531	50
3643	50
3078	50
3448	50
3524	50
3322	50
