"rCRA"	"rError"
25267	20
25345	20
25356	20
25244	20
25596	20
25274	20
25361	20
25229	20
25451	20
26038	20
25361	20
25448	20
25353	20
25226	20
25292	20
25225	20
25793	20
25660	20
25270	20
25491	20
25273	20
25403	20
25380	20
25888	20
25307	20
25294	20
25240	20
25262	20
25323	20
25340	20
26066	20
25236	20
25207	20
25241	20
25273	20
25290	20
25211	20
25181	20
25216	20
25193	20
25358	20
25244	20
25305	20
25572	20
25757	20
25188	20
25395	20
25779	20
25019	20
25870	20
25301	20
25644	20
25190	20
25220	20
25729	20
25237	20
25210	20
25316	20
25531	20
25727	20
25255	20
25321	20
25283	20
25299	20
25376	20
25226	20
25888	20
25317	20
25376	20
25859	20
25360	20
25139	20
25159	20
25181	20
25667	20
26050	20
25248	20
25747	20
25430	20
25332	20
