"rCRA"	"rError"
6342	50
6125	50
6286	50
6342	50
6461	50
6515	50
6278	50
6028	50
6268	50
6701	50
6074	50
6610	50
6612	50
6113	50
6153	50
6041	50
6025	50
5862	50
6308	50
6121	50
6135	50
6293	50
6272	50
6000	50
6695	50
6393	50
6323	50
5917	50
6621	50
6271	50
6746	50
6415	50
6212	50
6721	50
6468	50
5863	50
6291	50
6732	50
6131	50
6545	50
6578	50
6561	50
6012	50
6084	50
6235	50
6873	50
6496	50
6070	50
6616	50
6297	50
6100	50
5980	50
6168	50
6727	50
6176	50
6222	50
6027	50
6746	50
6663	50
5981	50
6423	50
6396	50
6240	50
6562	50
6681	50
6436	50
6167	50
6674	50
6577	50
6185	50
6149	50
6743	50
5967	50
6464	50
6146	50
6126	50
6141	50
6990	50
5961	50
6052	50
