"rCRA"	"rError"
35348	50
34833	50
35382	50
35052	50
35545	50
35741	50
35226	50
35437	50
34900	50
34843	50
35746	50
35198	50
35012	50
35356	50
35311	50
35191	50
35815	50
35660	50
34866	50
35815	50
35402	50
34972	50
35973	50
35213	50
35210	50
35212	50
35117	50
35380	50
35678	50
34948	50
35363	50
35414	50
35551	50
35063	50
35793	50
35092	50
34904	50
35665	50
35931	50
35668	50
34866	50
35251	50
35157	50
35445	50
36021	50
35186	50
35393	50
35232	50
35567	50
35144	50
35099	50
35319	50
35164	50
35350	50
35506	50
35843	50
35415	50
35453	50
35443	50
35347	50
35472	50
35569	50
35210	50
35607	50
35633	50
34956	50
35615	50
35995	50
35699	50
34782	50
35748	50
35352	50
36025	50
35177	50
34849	50
35365	50
35841	50
35155	50
35279	50
35798	50
