"rCRA"	"rError"
28236	50
28360	50
28312	50
28555	50
28798	50
28610	50
28398	50
28249	50
28235	50
28332	50
28576	50
28266	50
28344	50
28925	50
28531	50
28393	50
28252	50
28309	50
28325	50
28235	50
28367	50
28027	50
28445	50
28256	50
28444	50
28255	50
28350	50
28812	50
28353	50
28355	50
28179	50
28587	50
28621	50
28344	50
28431	50
28247	50
28705	50
28456	50
28367	50
28511	50
28502	50
28397	50
28403	50
28452	50
28322	50
28197	50
28359	50
28338	50
28457	50
28180	50
28503	50
28473	50
28481	50
28493	50
28293	50
28496	50
28349	50
28535	50
28587	50
28342	50
28536	50
28494	50
28542	50
28536	50
28309	50
28543	50
28303	50
28375	50
28271	50
28374	50
28498	50
28090	50
28571	50
28497	50
28397	50
28263	50
28336	50
28490	50
28576	50
28549	50
