"rCRA"	"rError"
13813	50
13616	50
13687	50
13901	50
13637	50
13857	50
13672	50
13420	50
13874	50
13573	50
13393	50
13589	50
13851	50
13616	50
13503	50
14095	50
13577	50
14022	50
13883	50
13855	50
13628	50
13680	50
13636	50
13878	50
13713	50
13879	50
13810	50
13354	50
13808	50
13534	50
13462	50
13692	50
13962	50
13456	50
13472	50
13585	50
13679	50
13843	50
13917	50
13449	50
13992	50
13909	50
13927	50
13751	50
13603	50
13685	50
13827	50
13558	50
13423	50
13590	50
13711	50
13485	50
13743	50
13938	50
13868	50
13978	50
13858	50
13960	50
13763	50
13587	50
13809	50
13734	50
13752	50
13684	50
13609	50
13408	50
14043	50
13768	50
13797	50
13504	50
13697	50
13723	50
13764	50
13523	50
13877	50
13708	50
13624	50
13844	50
13663	50
13524	50
