"rCRA"	"rError"
2238	50
2408	50
2443	50
2197	50
2465	50
1969	50
1735	50
1947	50
2025	50
2521	50
2244	50
1898	50
2368	50
2088	50
1818	50
2395	50
1914	50
2375	50
2350	50
2388	50
1819	50
2176	50
2195	50
2194	50
1814	50
2217	50
2086	50
2219	50
2263	50
1857	50
2457	50
2169	50
2448	50
1933	50
2384	50
1965	50
2386	50
2289	50
2318	50
2464	50
2256	50
2151	50
2067	50
2515	50
1870	50
2443	50
2520	50
1885	50
2339	50
1881	50
2554	50
2372	50
1978	50
1951	50
1891	50
2142	50
2426	50
2125	50
1901	50
1985	50
1895	50
2524	50
2123	50
2486	50
2149	50
2061	50
2111	50
1910	50
2409	50
2408	50
2420	50
2444	50
2557	50
2092	50
1886	50
1911	50
2080	50
1866	50
2567	50
1904	50
