"rCRA"	"rError"
21909	20
22509	20
22583	20
22347	20
22137	20
22300	20
21977	20
21935	20
22463	20
22513	20
22045	20
21935	20
21952	20
22117	20
22220	20
22052	20
22106	20
22358	20
21921	20
21980	20
22414	20
22582	20
22546	20
21535	20
21947	20
22425	20
22338	20
22352	20
22048	20
22422	20
22344	20
22589	20
21933	20
21569	20
22426	20
21977	20
22006	20
22286	20
22534	20
22045	20
21968	20
22377	20
21891	20
21902	20
22414	20
22297	20
22220	20
21939	20
21883	20
21452	20
21790	20
21922	20
22327	20
21897	20
21950	20
21944	20
21961	20
21900	20
22412	20
22465	20
21913	20
21816	20
22046	20
22360	20
22008	20
22506	20
21997	20
22273	20
22367	20
22187	20
22415	20
22421	20
22270	20
22079	20
21896	20
22399	20
21915	20
22007	20
22361	20
21922	20
