"rCRA"	"rError"
28465	20
28396	20
28290	20
28407	20
28244	20
28603	20
28522	20
28355	20
28814	20
28542	20
28371	20
28372	20
28462	20
28293	20
28267	20
28340	20
28257	20
28383	20
28370	20
28504	20
28392	20
28137	20
28581	20
28604	20
28187	20
28470	20
28417	20
28250	20
28453	20
28487	20
28523	20
28434	20
28465	20
28411	20
28361	20
28409	20
28470	20
28597	20
28438	20
28252	20
28631	20
28242	20
28327	20
28356	20
28207	20
28332	20
28253	20
28347	20
28415	20
28314	20
28690	20
28193	20
28574	20
28755	20
28462	20
28583	20
28320	20
28241	20
28337	20
28222	20
28384	20
28080	20
28415	20
28297	20
28291	20
28130	20
28279	20
28541	20
28472	20
28258	20
28493	20
28628	20
28526	20
28383	20
28438	20
28221	20
28467	20
28479	20
28382	20
28306	20
