"rCRA"	"rError"
30944	50
31580	50
31431	50
31808	50
31444	50
31987	50
31055	50
31402	50
31638	50
31811	50
31314	50
31662	50
31077	50
31444	50
31297	50
31326	50
31163	50
31069	50
31745	50
31426	50
31121	50
31496	50
31941	50
31840	50
31663	50
31724	50
31373	50
31132	50
31211	50
31238	50
31391	50
31106	50
31229	50
31312	50
31289	50
31263	50
30924	50
31587	50
31423	50
31582	50
31860	50
31222	50
31401	50
31247	50
31292	50
31545	50
32022	50
31370	50
31226	50
31315	50
31249	50
31737	50
31468	50
31627	50
30935	50
31292	50
31177	50
31614	50
31485	50
31365	50
31205	50
31362	50
31290	50
31137	50
31577	50
31439	50
31411	50
31868	50
31767	50
31628	50
31358	50
31209	50
31242	50
30928	50
31750	50
31583	50
31669	50
31531	50
31320	50
31244	50
