"rCRA"	"rError"
26700	20
26296	20
26213	20
27097	20
26341	20
26306	20
27152	20
26613	20
27231	20
26306	20
26350	20
26611	20
26402	20
26324	20
27259	20
26512	20
26214	20
26270	20
26217	20
26400	20
27346	20
26432	20
26233	20
26360	20
26363	20
26754	20
26322	20
26482	20
26223	20
26456	20
26335	20
26328	20
26624	20
26331	20
27034	20
26618	20
26278	20
26194	20
26267	20
26422	20
26189	20
26358	20
26468	20
26685	20
26810	20
27414	20
26859	20
27017	20
26343	20
26235	20
26379	20
26381	20
26613	20
26398	20
26521	20
27105	20
26564	20
26626	20
27160	20
26827	20
26674	20
26589	20
26306	20
26355	20
26407	20
26303	20
26924	20
26326	20
27336	20
27363	20
26263	20
26234	20
26321	20
26307	20
27244	20
26285	20
26207	20
26354	20
26357	20
26635	20
