"rCRA"	"rError"
1861	50
2112	50
2156	50
2393	50
1720	50
1859	50
2117	50
2079	50
2198	50
1957	50
1514	50
2072	50
2082	50
1925	50
1699	50
1986	50
2156	50
2148	50
1804	50
2194	50
2105	50
1983	50
1716	50
2413	50
2217	50
1990	50
1956	50
2128	50
2127	50
1965	50
1913	50
1706	50
2293	50
2154	50
1888	50
2157	50
2173	50
2291	50
2114	50
1896	50
2238	50
2431	50
1899	50
1866	50
1944	50
1747	50
1653	50
2164	50
1645	50
2061	50
2189	50
2475	50
1757	50
2446	50
1724	50
1934	50
1867	50
2187	50
2271	50
1894	50
1971	50
1922	50
1753	50
1676	50
1726	50
1722	50
1956	50
1956	50
2210	50
2152	50
2060	50
1750	50
2204	50
1994	50
2144	50
2471	50
1898	50
2146	50
1904	50
2173	50
