"rCRA"	"rError"
625	20
1119	20
1179	20
1309	20
904	20
1148	20
913	20
1284	20
884	20
880	20
1031	20
1281	20
965	20
1275	20
913	20
1257	20
983	20
1578	20
794	20
1585	20
1124	20
628	20
626	20
1405	20
852	20
1061	20
1233	20
912	20
1054	20
1267	20
929	20
1109	20
1006	20
1293	20
1161	20
1325	20
1176	20
1337	20
838	20
1500	20
1311	20
1588	20
1360	20
900	20
829	20
1228	20
661	20
1214	20
1306	20
1277	20
617	20
954	20
1608	20
1160	20
882	20
1212	20
1257	20
1016	20
1328	20
1228	20
1026	20
956	20
1463	20
1095	20
1551	20
903	20
1566	20
817	20
1358	20
1107	20
1489	20
612	20
1409	20
604	20
1302	20
932	20
1305	20
1182	20
1162	20
819	20
