"rCRA"	"rError"
28545	50
28434	50
28491	50
28573	50
28676	50
28341	50
28375	50
28563	50
28676	50
28400	50
28128	50
28296	50
28436	50
28434	50
28660	50
28366	50
28301	50
28573	50
28342	50
28581	50
28354	50
28521	50
28371	50
28304	50
28402	50
28521	50
28337	50
28353	50
28303	50
28322	50
28442	50
28443	50
28412	50
28383	50
28483	50
28463	50
28489	50
28447	50
28197	50
28305	50
28388	50
28288	50
28495	50
28135	50
28433	50
28377	50
28419	50
28393	50
28472	50
28532	50
28505	50
28578	50
28321	50
28445	50
28298	50
28311	50
28725	50
28631	50
28471	50
28429	50
28319	50
28486	50
28365	50
28264	50
28716	50
28506	50
28531	50
28574	50
28371	50
28208	50
28228	50
28366	50
28705	50
28430	50
28762	50
28488	50
28271	50
28455	50
28389	50
28577	50
