"rCRA"	"rError"
2616	20
2949	20
2739	20
2428	20
2807	20
2476	20
2923	20
2441	20
2555	20
2720	20
2736	20
2266	20
2965	20
2460	20
2847	20
2258	20
2782	20
2935	20
2506	20
2787	20
2225	20
2489	20
2327	20
2167	20
2390	20
2869	20
2846	20
2977	20
2157	20
2459	20
2421	20
2420	20
2808	20
2222	20
2179	20
2486	20
2233	20
2148	20
2172	20
2729	20
2701	20
2535	20
2454	20
2456	20
2454	20
2432	20
2175	20
2753	20
2731	20
2899	20
2456	20
2504	20
2211	20
2266	20
2467	20
2804	20
2819	20
2429	20
2805	20
2566	20
2181	20
2257	20
2428	20
2811	20
2518	20
2865	20
2762	20
2761	20
2244	20
2378	20
2906	20
2479	20
2834	20
2953	20
2169	20
2191	20
2525	20
2168	20
2900	20
2747	20
