"rCRA"	"rError"
32112	50
32359	50
32194	50
32317	50
32817	50
32482	50
32608	50
32124	50
32323	50
31761	50
31587	50
32313	50
32272	50
32082	50
32354	50
31891	50
32256	50
32236	50
32316	50
32644	50
32181	50
32015	50
32339	50
32688	50
32590	50
31995	50
32555	50
32596	50
32418	50
32488	50
31917	50
32676	50
32264	50
32731	50
32049	50
32099	50
32353	50
32248	50
32725	50
32268	50
32628	50
31840	50
32600	50
32101	50
31927	50
31766	50
32096	50
32051	50
32259	50
32238	50
32411	50
32303	50
31876	50
32280	50
32484	50
32202	50
31854	50
32435	50
32700	50
32260	50
32389	50
32699	50
32168	50
32471	50
32406	50
32213	50
31898	50
32268	50
31820	50
31919	50
32422	50
32249	50
32627	50
32161	50
31867	50
32735	50
31682	50
31749	50
32451	50
31683	50
