"rCRA"	"rError"
9481	20
9347	20
9311	20
8908	20
8939	20
9557	20
8913	20
9467	20
8874	20
9444	20
8890	20
9548	20
9488	20
9254	20
9234	20
9192	20
8954	20
9590	20
8856	20
8949	20
9557	20
8972	20
9196	20
9484	20
9224	20
9375	20
9136	20
9546	20
9455	20
9204	20
9470	20
8860	20
9224	20
9346	20
9200	20
9523	20
9544	20
9268	20
9121	20
9231	20
8860	20
9494	20
9287	20
8832	20
9454	20
8905	20
8889	20
9270	20
9006	20
9221	20
8870	20
8902	20
8867	20
9543	20
8893	20
8943	20
9313	20
9241	20
9069	20
9333	20
9221	20
9203	20
8837	20
9201	20
9151	20
9397	20
9158	20
9517	20
9380	20
8843	20
8883	20
9605	20
9214	20
8897	20
9247	20
9187	20
8846	20
8954	20
9432	20
9486	20
