"rCRA"	"rError"
30441	50
31076	50
31326	50
30938	50
30847	50
30648	50
30232	50
30784	50
30950	50
30551	50
31166	50
30789	50
30472	50
30580	50
30542	50
30470	50
31091	50
30320	50
31274	50
30496	50
30452	50
30125	50
30669	50
31011	50
30717	50
30652	50
30611	50
30833	50
30220	50
30838	50
31322	50
30749	50
30139	50
31242	50
30705	50
30712	50
30306	50
30499	50
30475	50
30862	50
31186	50
30652	50
30879	50
30693	50
30590	50
30477	50
30597	50
30504	50
31315	50
30468	50
30770	50
31058	50
30900	50
30524	50
30888	50
30630	50
30891	50
30789	50
30596	50
31015	50
31213	50
30783	50
31331	50
30985	50
31240	50
30799	50
31282	50
30529	50
30713	50
30487	50
30292	50
30668	50
31189	50
31061	50
30154	50
30797	50
30633	50
31095	50
30433	50
30753	50
