"rCRA"	"rError"
8636	50
8986	50
8672	50
8748	50
8701	50
8901	50
9204	50
9275	50
8451	50
8917	50
8551	50
8745	50
8750	50
8403	50
9240	50
8476	50
8852	50
9243	50
8891	50
8769	50
8816	50
9001	50
8877	50
8966	50
8859	50
8820	50
8629	50
8441	50
8923	50
8452	50
8901	50
9204	50
8903	50
8953	50
8893	50
8849	50
8844	50
8753	50
8995	50
8886	50
8704	50
9184	50
9185	50
8688	50
9096	50
8557	50
9200	50
8868	50
9279	50
8701	50
8933	50
8915	50
8937	50
8707	50
9171	50
8877	50
8912	50
8437	50
8827	50
8603	50
8882	50
8795	50
9323	50
8851	50
8535	50
8882	50
8922	50
8416	50
8944	50
8912	50
8683	50
9075	50
8862	50
8974	50
8467	50
9050	50
8817	50
9184	50
8780	50
8857	50
